,artist.hotttnesss,artist.id,artist.name,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotttnesss,song.id,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,title,year
0,0.40199754299999996,ARD7TVE1187B99BFB1,Casual,,0.0,0.643,0.58521,0.8340000000000001,0.58521,218.93178999999998,0.247,0.581793766,1.0,0.736,37.15735675013362,California - LA,-63.93335786851952,-11.197000000000001,0,0.636,300848,Fear Itself,ARV4KO21187FB38008,0.60211999,SOMZWCG12A8C13C480,218.93200000000002,0.779,0.28519,92.198,hip hop,1.0,4.0,0.778,I Didn't Mean To,0
1,0.417499645,ARMJAGH1187FB546F3,The Box Tops,classic pop and rock,1.0,0.006999999999999999,0.71054,1.0,0.20626999999999998,148.03546,0.14800000000000002,0.630630038,6.0,0.16899999999999998,35.14968,"Memphis, TN",-90.04892,-9.843,0,0.43,300822,Dimensions,ARSZWK21187B9B26D7,,SOCIWDW12A8C13D406,137.915,0.9690000000000001,0.20626999999999998,121.274,blue-eyed soul,1.0,4.0,0.384,Soul Deep,1969
2,0.343428378,ARKRRTF1187B9984DA,Sonora Santanera,,0.0,0.98,0.73152,0.98,0.73152,177.47546,0.282,0.487356791,8.0,0.643,37.15735675013362,Not available,-63.93335786851952,-9.689,1,0.565,514953,Las Numero 1 De La Sonora Santanera,ARFSJUG11C8A421AAD,,SOXVLOJ12AB0189215,172.304,0.48200000000000004,0.42132,100.07,salsa,1.0,1.0,0.0,Amor De Cabaret,0
3,0.4542311570000001,AR7G5I41187FB4CE6C,Adam Ant,uk,1.0,0.017,1.30621,0.809,0.81002,233.40363,0.0,0.630382334,0.0,0.7509999999999999,37.15735675013362,"London, England",-63.93335786851952,-9.013,1,0.7490000000000001,287650,Friend Or Foe,AR4R0741187FB39AF2,,SONHOTT12A8C13493C,217.12400000000002,0.601,0.5625399999999999,119.29299999999999,pop rock,0.988583863,4.0,0.0,Something Girls,1982
4,0.401723686,ARXR32B1187FB57099,Gob,,0.0,0.175,1.06368,0.883,0.13576,209.60608,0.066,0.651045661,2.0,0.092,37.15735675013362,Not available,-63.93335786851952,-4.501,1,0.371,611336,Muertos Vivos,ARUA62A1187B99D9B0,0.604500739,SOFSOCN12A8C143F5D,198.699,1.0,0.13576,129.738,pop punk,0.8872883009999999,4.0,0.562,Face the Ashes,2007
5,0.385470551,ARKFYS91187B98E58F,Jeff And Sheri Easter,,0.0,0.121,1.1711799999999999,0.43799999999999994,0.74856,267.7024,2.2640000000000002,0.535292736,5.0,0.635,37.15735675013362,Not available,-63.93335786851952,-9.323,1,0.557,41838,Ordinary Day,ARHNMEZ11F50C4706C,,SOYMRWW12A6D4FAB14,254.27,0.136,0.5392899999999999,147.782,southern gospel,1.0,3.0,0.45399999999999996,The Moon And I (Ordinary Day Album Version),0
6,0.26194117699999997,ARD0S291187B9B7BF5,Rated R,,0.0,0.7090000000000001,0.27253,0.7090000000000001,0.27253,114.78159,0.096,0.556495602,1.0,0.0,37.15735675013362,Ohio,-63.93335786851952,-17.302,1,0.0,25824,Da Ghetto Psychic,ARF93II1187B99F981,,SOMJBYD12A6D4F8557,114.78200000000001,0.467,0.05611,111.787,breakbeat,1.0,1.0,0.0,Keepin It Real (Skit),0
7,0.6055071360000001,AR10USD1187B99F3F1,Tweeterfriendly Music,,0.0,0.142,0.65428,0.23399999999999999,0.65428,189.57016000000002,0.319,0.8011364470000001,4.0,0.0,37.15735675013362,"Burlington, Ontario, Canada",-63.93335786851952,-11.642000000000001,0,0.16,8876,Gin & Phonic,ARJXL4Z1187B9A5920,,SOHKNRJ12A6701D1F8,181.023,0.292,0.36129,101.43,post-hardcore,0.999818045,3.0,0.408,Drop of Rain,0
8,0.332275747,AR8ZCNI1187B9A069B,Planet P Project,,0.0,0.8059999999999999,1.9188599999999998,0.44,1.22595,269.81832,5.3,0.42666785700000004,4.0,0.7170000000000001,37.15735675013362,Not available,-63.93335786851952,-13.495999999999999,1,0.652,358182,Pink World,ARWVP631187FB4D016,0.26586104899999996,SOIAZJW12AB01853F1,258.99,0.121,1.22595,86.64299999999999,new wave,0.9597662459999999,4.0,0.48700000000000004,Pink World,1984
9,0.422705641,ARNTLGG11E2835DDB9,Clp,,0.0,0.047,0.62445,1.0,0.09933,266.39628,0.084,0.5505136979999999,7.0,0.053,37.15735675013362,Not available,-63.93335786851952,-6.697,0,0.473,692313,Superinstrumental,ARAR1XA11C8A415BE5,,SOUDSGM12AC9618304,261.747,1.0,0.09933,114.041,breakcore,0.9156017479999999,4.0,0.878,Insatiable (Instrumental Version),0
