,artist.hotttnesss,artist.id,artist.name,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotttnesss,song.id,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,title,year
2000,0.351555861,ARC43071187B990240,Wayne Watson,,0.0,0.091,1.0973700000000002,0.731,0.14378,228.49261,7.0360000000000005,0.545159296,1.0,0.35100000000000003,37.15735675013362,"Wisner, LA",-63.93335786851952,-7.831,1,0.735,338819,Living Room,ARKNAD81187B98F8C9,0.0,SOGJUBN12AB017CF98,220.665,0.205,0.14378,125.90799999999999,ccm,1.0,4.0,0.469,Somebody Sing,0
2001,0.5425339929999999,ARG3UX61187B9AC05A,D.O.W.N.,metal,1.0,0.127,0.55471,0.364,0.04788,312.39791,0.0,0.741132802,1.0,0.7070000000000001,37.15735675013362,Not available,-63.93335786851952,-8.987,1,0.647,207670,Southern Slang (Chopped & Screwed),ARP91LG1187FB3F8AF,0.0,SOOEQIN12A8C13B8EF,312.39799999999997,0.9,0.04788,117.26299999999999,southern rock,1.0,4.0,0.168,Hustlin',0
2002,0.0,AR5M35O1187B9A0D74,SOL,,0.0,0.968,2.07016,0.57,0.14717,251.79382999999999,0.0,0.6467714139999999,0.0,0.542,34.053490000000004,Los Angeles California USA,-118.24531999999999,-6.364,1,0.583,465056,Sol,AR8NNW21187FB3F7EA,,SONUVBD12AB0186112,234.417,0.664,0.14717,62.076,funeral doom,0.892297208,4.0,0.5329999999999999,Puedes ser feliz,0
2003,0.334072669,AR32PK91187FB4D6E2,Philip Bailey,,0.0,0.011000000000000001,0.9711299999999999,0.767,0.4265,227.47383,0.183,0.513264476,8.0,0.34299999999999997,37.15735675013362,"Denver, CO",-63.93335786851952,-7.8839999999999995,1,0.461,602229,Soul On Jazz,ARU4E9C1187FB572B2,,SORGQGD12AB0185998,209.74,0.6829999999999999,0.15112,109.963,jazz funk,0.981666785,4.0,1.0,Sometime Ago,0
2004,0.34948848200000004,ARZEA421187FB5B5BA,Lee Michaels,los angeles,1.0,0.158,0.91302,0.516,0.41118999999999994,249.80853,0.0,0.504565762,5.0,0.9,34.053490000000004,"Los Angeles, CA",-118.24531999999999,-15.069,1,0.767,88561,Live,ARBCUKT1187FB52F2A,0.24861772399999998,SOAVVDB12A8C136842,244.669,0.08199999999999999,0.41118999999999994,123.47399999999999,blue-eyed soul,1.0,3.0,0.534,My Lady,0
2005,0.500119335,AREV2491187B9B017E,Mobb Deep,new york,1.0,0.004,3.4299,0.948,1.26896,298.00444,2.734,0.772272161,6.0,0.48,37.15735675013362,"Queensbridge, NY",-63.93335786851952,-5.16,0,0.584,294998,The Infamous,ARVTAI41187B9B8B67,0.636635971,SOCJAYM12A8C138772,293.245,0.067,1.26896,87.74700000000001,gangster rap,0.947694853,4.0,0.385,Up North Trip,1995
2006,0.291883422,AR23EC41187FB4805D,The American Boychoir,,0.0,0.284,0.83055,0.6609999999999999,0.13407,224.54812,0.317,0.409827635,4.0,0.45799999999999996,40.143229999999996,New Jersey,-74.72671,-33.595,1,0.521,79225,Lullaby - Music for the Quiet Times,ARFG7BO1187B995B72,,SOSFVMZ12A6D4F5951,224.548,0.013999999999999999,0.13407,87.76,j pop,0.996956602,4.0,0.49,Intermezzo,0
2007,0.44862911200000005,AR7H21J1187FB40C69,Mr. Lif,,0.0,0.612,1.55566,0.11,0.44306999999999996,327.6273,0.0,0.687454096,10.0,0.584,37.15735675013362,Not available,-63.93335786851952,-7.144,0,0.457,118939,Mo' Mega,ARV4KO21187FB38008,0.419674279,SOOSLVC12A8C13E51E,309.052,0.51,0.25795,107.32,hip hop,1.0,3.0,0.995,For You,2006
2008,0.29169908,ARASWKT1187B9923B7,Felix Slatkin/Concert Arts Symphonic Band,,0.0,0.025,1.70773,0.574,0.7347899999999999,138.57914,0.43700000000000006,0.47161281,3.0,0.688,38.62774,"St. Louis, MO",-90.19951,-16.325,1,0.59,154001,The Military Band - Salute to the Services,ARQU1Q51187B9923B6,,SOGRSCQ12A8C1367FE,133.718,0.727,0.48817,122.774,exotica,0.9430223679999999,4.0,0.0,El Capitan (1998 Digital Remaster),0
2009,0.370273519,ARK0VFZ1187FB4309B,Shirley Caesar,,0.0,0.435,0.16792,0.502,0.16792,266.03057,0.0,0.5793094879999999,1.0,0.505,37.15735675013362,"DURHAM, North Carolina",-63.93335786851952,-9.116,1,0.483,128937,He's Working It Out For You,ARV8DLF1187B9A4C7C,,SOHNAWQ12A6D4FCFF9,256.43,0.687,0.16792,115.508,symphony,1.0,4.0,0.573,Healed (LP Version),0
