,artist.hotttnesss,artist.id,artist.name,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotttnesss,song.id,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,title,year
8000,0.828906302,ARVG4OK1187B9B6BD3,The Killers,rock and indie,1.0,0.8859999999999999,0.82806,0.941,0.1317,213.96853,0.43799999999999994,0.918451789,11.0,0.614,37.15735675013362,Not available,-63.93335786851952,-9.041,1,0.624,617497,The Twilight Saga: New Moon Original Motion Picture Soundtrack,ARVN9FZ1187FB393F1,0.523796347,SORGIYZ12AAF3B3528,194.101,0.556,0.1317,86.958,rock,1.0,4.0,0.34299999999999997,A White Demon Love Song (Soundtrack Album Version),0
8001,0.33840024799999996,ARPKMIM1187FB397DE,Mad Are Sane_ The,uk,1.0,1.0,0.13685,1.0,0.13685,228.8322,0.27,0.38983755600000003,1.0,0.743,37.15735675013362,Not available,-63.93335786851952,-8.999,1,0.629,235684,Who?What?Why?When?Where?,ARD3QNL1187FB3E35A,0.437036204,SOAVPSK12A58A7ED21,225.68599999999998,0.49200000000000005,0.13685,196.196,punk,1.0,1.0,0.0,Animal Crimes,1984
8002,0.41910041299999995,AR342K51187B98B571,Olivier Messiaen,classical,2.0,0.0,2.30855,0.794,2.30855,315.08853,3.57,0.590804514,3.0,0.282,37.15735675013362,Not available,-63.93335786851952,-26.309,1,0.326,321893,Messiaen: 100th Anniversary Box Set,ARYCB4M1187B9B4CA6,,SOJUPKT12AAF3B381E,291.3,0.146,2.30855,85.59899999999999,religious music,1.0,4.0,0.745,La NativitA(c) Du Seigneur (1935) - 9 MA(c)ditations : I La Vierge Et L'enfant,0
8003,0.317303966,ARWUK9L11C8A42C37B,Workhorse,,0.0,0.406,0.05078,0.406,0.05078,370.85995,0.0,0.47902341,5.0,0.317,32.58507,Mississippi,-89.87374,-8.816,1,0.402,470948,Beasts of Burden,ARB61BZ1187FB46277,0.253834736,SOMVRYP12AB0185AFF,370.86,1.0,0.05078,60.15,dirty south rap,1.0,1.0,0.0,Flight of the Elephant,2007
8004,0.49109945299999996,ARWGLPE1187FB3E54C,Crowbar,,0.0,0.001,0.65969,0.96,0.34073000000000003,270.73261,0.33899999999999997,0.693883853,4.0,0.723,37.15735675013362,Louisiana,-63.93335786851952,-8.6,1,0.6409999999999999,195247,Crowbar,ARKNGPL1187B9B90F0,0.71404746,SOVQEYV12AF72A06B2,261.416,0.574,0.18125,189.28799999999998,sludge metal,0.994190073,4.0,0.0,No Quarter,0
8005,0.49146888200000005,AR82DJK1187B991107,The Pharcyde,rock and indie,1.0,0.013999999999999999,0.79297,0.855,0.24374,217.88689,0.0,0.7560638709999999,2.0,0.0,34.053490000000004,"Los Angeles, CA",-118.24531999999999,-4.163,1,0.0,519747,Humboldt Beginnings,ARV4KO21187FB38008,0.460541281,SOCIACN12AB0189ADC,217.887,0.897,0.24374,97.594,rap,1.0,4.0,0.684,Storm,2004
8006,0.351555861,ARC43071187B990240,Wayne Watson,,0.0,0.033,1.40075,0.9640000000000001,0.35104,304.19546,0.17,0.545159296,2.0,0.511,37.15735675013362,"Wisner, LA",-63.93335786851952,-10.366,1,0.34299999999999997,6968,The Very Best,ARKNAD81187B98F8C9,0.0,SOQZZKI12A67020D38,283.85200000000003,1.0,0.08843999999999999,114.52799999999999,ccm,1.0,4.0,0.627,Freedom (LP Version),0
8007,0.341376268,AREB22L1187B9A4BCE,Bad Azz,,0.0,0.008,1.65057,0.8440000000000001,0.47053,270.39302000000004,0.151,0.552053803,2.0,0.0,37.15735675013362,Not available,-63.93335786851952,-5.204,1,0.0,22455,Personal Business (Explicit),ARLMHFV1187B9A3833,0.427446572,SOIBHJO12A6D4F7774,270.393,0.833,0.17715,102.92200000000001,gangster rap,1.0,4.0,0.591,How We Get Down,0
8008,0.398442224,ARKJKVO1187FB49D0A,"MichA""le Bernard",,0.0,0.069,0.6019100000000001,0.494,0.08964,230.24281000000002,0.0,0.448892805,2.0,0.081,37.15735675013362,Not available,-63.93335786851952,-12.165999999999999,0,0.561,371969,Piano Voix,AR656BL1187B98F7C8,,SOAQTZJ12A8C14343C,213.148,0.494,0.08964,234.361,chanson,1.0,4.0,0.996,Canal de jonage,2006
8009,0.458210742,AREMOC71187B996C2F,Lara Fabian,french,1.0,0.063,1.33148,0.727,0.23742,273.13587,0.20600000000000002,0.6317025620000001,2.0,0.67,37.15735675013362,Not available,-63.93335786851952,-7.3870000000000005,1,0.662,226414,Carpe Diem,ARV01OT1187FB39656,0.386477291,SORWASK12A6D4FA5ED,258.485,0.925,0.23742,109.965,ballad,1.0,4.0,1.0,"RamA""ne Moi",1994
